Entry ID,Date,Transaction Type,Account Debited,Account Credited,Amount,Narration
1595,2025-08-17,Depreciation,Depreciation Expense,Accumulated Depreciation,5906.79,Monthly depreciation for asset
1596,2025-08-18,Cash Sale,Cash Account,Sales Revenue,6171.21,Cash sale to customer
1597,2025-08-19,Interest Income,Bank Account,Interest Income,12700.04,Interest received from bank
1598,2025-08-20,Loan Repayment,Loan Payable,Bank Account,18544.19,Loan repayment to bank
1599,2025-08-21,Sales,Accounts Receivable,Sales Revenue,13368.3,Credit sale to customer BrightTech
1600,2025-08-22,Payroll,Salaries Expense,Bank Account,10363.68,Salary paid to employees
1601,2025-08-23,Sales,Accounts Receivable,Sales Revenue,15905.53,Credit sale to customer Global Suppliers
1602,2025-08-24,Sales,Accounts Receivable,Sales Revenue,3580.53,Credit sale to customer BrightTech
1603,2025-08-25,Interest Income,Bank Account,Interest Income,19926.15,Interest received from bank
1604,2025-08-26,Cash Sale,Cash Account,Sales Revenue,10328.13,Cash sale to customer
1605,2025-08-27,Purchase,Inventory,Accounts Payable,17042.37,Raw materials purchased from supplier Nova Enterprises
1606,2025-08-28,Loan Repayment,Loan Payable,Bank Account,14348.53,Loan repayment to bank
1607,2025-08-29,Interest Income,Bank Account,Interest Income,2716.8,Interest received from bank
1608,2025-08-30,Loan Repayment,Loan Payable,Bank Account,15865.01,Loan repayment to bank
1609,2025-08-31,Sales,Accounts Receivable,Sales Revenue,1582.31,Credit sale to customer BrightTech
1610,2025-09-01,Cash Sale,Cash Account,Sales Revenue,12017.83,Cash sale to customer
1611,2025-09-02,Purchase,Inventory,Accounts Payable,4600.42,Raw materials purchased from supplier Global Suppliers
1612,2025-09-03,Cash Sale,Cash Account,Sales Revenue,10115.16,Cash sale to customer
1613,2025-09-04,Payroll,Salaries Expense,Bank Account,1237.12,Salary paid to employees
1614,2025-09-05,Interest Income,Bank Account,Interest Income,1091.5,Interest received from bank
1615,2025-09-06,Cash Sale,Cash Account,Sales Revenue,10401.61,Cash sale to customer
1616,2025-09-07,Depreciation,Depreciation Expense,Accumulated Depreciation,3203.14,Monthly depreciation for asset
1617,2025-09-08,Interest Income,Bank Account,Interest Income,5734.63,Interest received from bank
1618,2025-09-09,Interest Income,Bank Account,Interest Income,15197.66,Interest received from bank
1619,2025-09-10,Purchase,Inventory,Accounts Payable,8875.22,Raw materials purchased from supplier Unity Inc.
1620,2025-09-11,Interest Income,Bank Account,Interest Income,2152.06,Interest received from bank
1621,2025-09-12,Rent,Rent Expense,Bank Account,13483.09,Monthly rent paid for office space
1622,2025-09-13,Interest Income,Bank Account,Interest Income,5023.99,Interest received from bank
1623,2025-09-14,Payroll,Salaries Expense,Bank Account,7492.13,Salary paid to employees
1624,2025-09-15,Purchase,Inventory,Accounts Payable,9806.43,Raw materials purchased from supplier Nova Enterprises
1625,2025-09-16,Rent,Rent Expense,Bank Account,19952.58,Monthly rent paid for office space
1626,2025-09-17,Purchase,Inventory,Accounts Payable,12744.08,Raw materials purchased from supplier Unity Inc.
1627,2025-09-18,Depreciation,Depreciation Expense,Accumulated Depreciation,11268.51,Monthly depreciation for asset
1628,2025-09-19,Payroll,Salaries Expense,Bank Account,8066.9,Salary paid to employees
1629,2025-09-20,Depreciation,Depreciation Expense,Accumulated Depreciation,19374.97,Monthly depreciation for asset
1630,2025-09-21,Loan Repayment,Loan Payable,Bank Account,15063.66,Loan repayment to bank
1631,2025-09-22,Payroll,Salaries Expense,Bank Account,12777.95,Salary paid to employees
1632,2025-09-23,Interest Income,Bank Account,Interest Income,1683.89,Interest received from bank
1633,2025-09-24,Sales,Accounts Receivable,Sales Revenue,3690.5,Credit sale to customer Global Suppliers
1634,2025-09-25,Rent,Rent Expense,Bank Account,2599.05,Monthly rent paid for office space
1635,2025-09-26,Purchase,Inventory,Accounts Payable,6106.37,Raw materials purchased from supplier Nova Enterprises
1636,2025-09-27,Cash Sale,Cash Account,Sales Revenue,7107.64,Cash sale to customer
1637,2025-09-28,Purchase,Inventory,Accounts Payable,14715.9,Raw materials purchased from supplier XYZ Corp.
1638,2025-09-29,Cash Sale,Cash Account,Sales Revenue,14712.2,Cash sale to customer
1639,2025-09-30,Rent,Rent Expense,Bank Account,4002.63,Monthly rent paid for office space
1640,2025-10-01,Sales,Accounts Receivable,Sales Revenue,8037.56,Credit sale to customer Global Suppliers
1641,2025-10-02,Cash Sale,Cash Account,Sales Revenue,7506.08,Cash sale to customer
1642,2025-10-03,Payroll,Salaries Expense,Bank Account,15199.8,Salary paid to employees
1643,2025-10-04,Purchase,Inventory,Accounts Payable,1672.05,Raw materials purchased from supplier Nova Enterprises
1644,2025-10-05,Loan Repayment,Loan Payable,Bank Account,7810.96,Loan repayment to bank
1645,2025-10-06,Rent,Rent Expense,Bank Account,9283.0,Monthly rent paid for office space
1646,2025-10-07,Sales,Accounts Receivable,Sales Revenue,16855.89,Credit sale to customer Nova Enterprises
1647,2025-10-08,Sales,Accounts Receivable,Sales Revenue,15558.63,Credit sale to customer XYZ Corp.
1648,2025-10-09,Payroll,Salaries Expense,Bank Account,15023.18,Salary paid to employees
1649,2025-10-10,Payroll,Salaries Expense,Bank Account,12992.17,Salary paid to employees
1650,2025-10-11,Cash Sale,Cash Account,Sales Revenue,5763.26,Cash sale to customer
1651,2025-10-12,Sales,Accounts Receivable,Sales Revenue,6888.83,Credit sale to customer ABC Pvt. Ltd.
1652,2025-10-13,Cash Sale,Cash Account,Sales Revenue,10902.86,Cash sale to customer
1653,2025-10-14,Payroll,Salaries Expense,Bank Account,11041.52,Salary paid to employees
1654,2025-10-15,Purchase,Inventory,Accounts Payable,10104.94,Raw materials purchased from supplier Global Suppliers
1655,2025-10-16,Cash Sale,Cash Account,Sales Revenue,14007.85,Cash sale to customer
1656,2025-10-17,Interest Income,Bank Account,Interest Income,16797.02,Interest received from bank
1657,2025-10-18,Loan Repayment,Loan Payable,Bank Account,16333.03,Loan repayment to bank
1658,2025-10-19,Rent,Rent Expense,Bank Account,10749.89,Monthly rent paid for office space
1659,2025-10-20,Sales,Accounts Receivable,Sales Revenue,19177.0,Credit sale to customer BrightTech
1660,2025-10-21,Interest Income,Bank Account,Interest Income,18418.49,Interest received from bank
1661,2025-10-22,Depreciation,Depreciation Expense,Accumulated Depreciation,18809.58,Monthly depreciation for asset
1662,2025-10-23,Rent,Rent Expense,Bank Account,7507.17,Monthly rent paid for office space
1663,2025-10-24,Rent,Rent Expense,Bank Account,10144.08,Monthly rent paid for office space
1664,2025-10-25,Loan Repayment,Loan Payable,Bank Account,9186.26,Loan repayment to bank
1665,2025-10-26,Purchase,Inventory,Accounts Payable,9552.19,Raw materials purchased from supplier XYZ Corp.
1666,2025-10-27,Payroll,Salaries Expense,Bank Account,7945.48,Salary paid to employees
1667,2025-10-28,Interest Income,Bank Account,Interest Income,9339.67,Interest received from bank
1668,2025-10-29,Loan Repayment,Loan Payable,Bank Account,5830.03,Loan repayment to bank
1669,2025-10-30,Depreciation,Depreciation Expense,Accumulated Depreciation,2005.2,Monthly depreciation for asset
1670,2025-10-31,Loan Repayment,Loan Payable,Bank Account,6917.4,Loan repayment to bank
1671,2025-11-01,Loan Repayment,Loan Payable,Bank Account,14616.91,Loan repayment to bank
1672,2025-11-02,Purchase,Inventory,Accounts Payable,10158.89,Raw materials purchased from supplier Nova Enterprises
1673,2025-11-03,Cash Sale,Cash Account,Sales Revenue,12988.84,Cash sale to customer
1674,2025-11-04,Rent,Rent Expense,Bank Account,4163.4,Monthly rent paid for office space
1675,2025-11-05,Payroll,Salaries Expense,Bank Account,16139.58,Salary paid to employees
1676,2025-11-06,Rent,Rent Expense,Bank Account,7538.89,Monthly rent paid for office space
1677,2025-11-07,Loan Repayment,Loan Payable,Bank Account,6008.45,Loan repayment to bank
1678,2025-11-08,Cash Sale,Cash Account,Sales Revenue,19079.29,Cash sale to customer
1679,2025-11-09,Loan Repayment,Loan Payable,Bank Account,4300.8,Loan repayment to bank
1680,2025-11-10,Sales,Accounts Receivable,Sales Revenue,6882.19,Credit sale to customer XYZ Corp.
1681,2025-11-11,Purchase,Inventory,Accounts Payable,4389.82,Raw materials purchased from supplier Unity Inc.
1682,2025-11-12,Rent,Rent Expense,Bank Account,13015.32,Monthly rent paid for office space
1683,2025-11-13,Interest Income,Bank Account,Interest Income,8395.37,Interest received from bank
1684,2025-11-14,Purchase,Inventory,Accounts Payable,8049.68,Raw materials purchased from supplier XYZ Corp.
1685,2025-11-15,Loan Repayment,Loan Payable,Bank Account,16825.13,Loan repayment to bank
1686,2025-11-16,Sales,Accounts Receivable,Sales Revenue,1836.66,Credit sale to customer Unity Inc.
1687,2025-11-17,Payroll,Salaries Expense,Bank Account,6195.98,Salary paid to employees
1688,2025-11-18,Payroll,Salaries Expense,Bank Account,2927.6,Salary paid to employees
1689,2025-11-19,Sales,Accounts Receivable,Sales Revenue,19858.85,Credit sale to customer Unity Inc.
1690,2025-11-20,Depreciation,Depreciation Expense,Accumulated Depreciation,5584.72,Monthly depreciation for asset
1691,2025-11-21,Rent,Rent Expense,Bank Account,8641.32,Monthly rent paid for office space
1692,2025-11-22,Sales,Accounts Receivable,Sales Revenue,18771.36,Credit sale to customer BrightTech
1693,2025-11-23,Cash Sale,Cash Account,Sales Revenue,17464.64,Cash sale to customer
1694,2025-11-24,Cash Sale,Cash Account,Sales Revenue,15962.32,Cash sale to customer
1695,2025-11-25,Cash Sale,Cash Account,Sales Revenue,17951.09,Cash sale to customer
1696,2025-11-26,Depreciation,Depreciation Expense,Accumulated Depreciation,16014.84,Monthly depreciation for asset
1697,2025-11-27,Cash Sale,Cash Account,Sales Revenue,15385.22,Cash sale to customer
1698,2025-11-28,Purchase,Inventory,Accounts Payable,2964.76,Raw materials purchased from supplier BrightTech
1699,2025-11-29,Sales,Accounts Receivable,Sales Revenue,11772.59,Credit sale to customer Unity Inc.
1700,2025-11-30,Sales,Accounts Receivable,Sales Revenue,7921.43,Credit sale to customer XYZ Corp.
1701,2025-12-01,Loan Repayment,Loan Payable,Bank Account,14605.44,Loan repayment to bank
1702,2025-12-02,Sales,Accounts Receivable,Sales Revenue,17327.9,Credit sale to customer Nova Enterprises
1703,2025-12-03,Cash Sale,Cash Account,Sales Revenue,18138.98,Cash sale to customer
1704,2025-12-04,Interest Income,Bank Account,Interest Income,2411.45,Interest received from bank
1705,2025-12-05,Sales,Accounts Receivable,Sales Revenue,2522.49,Credit sale to customer Nova Enterprises
1706,2025-12-06,Loan Repayment,Loan Payable,Bank Account,14681.5,Loan repayment to bank
1707,2025-12-07,Interest Income,Bank Account,Interest Income,9425.41,Interest received from bank
1708,2025-12-08,Depreciation,Depreciation Expense,Accumulated Depreciation,16688.46,Monthly depreciation for asset
1709,2025-12-09,Rent,Rent Expense,Bank Account,15984.84,Monthly rent paid for office space
1710,2025-12-10,Cash Sale,Cash Account,Sales Revenue,15635.93,Cash sale to customer
1711,2025-12-11,Depreciation,Depreciation Expense,Accumulated Depreciation,9996.59,Monthly depreciation for asset
1712,2025-12-12,Sales,Accounts Receivable,Sales Revenue,14982.92,Credit sale to customer Nova Enterprises
1713,2025-12-13,Purchase,Inventory,Accounts Payable,2309.67,Raw materials purchased from supplier Global Suppliers
1714,2025-12-14,Sales,Accounts Receivable,Sales Revenue,6377.46,Credit sale to customer Nova Enterprises
1715,2025-12-15,Sales,Accounts Receivable,Sales Revenue,15107.11,Credit sale to customer Unity Inc.
1716,2025-12-16,Loan Repayment,Loan Payable,Bank Account,4847.51,Loan repayment to bank
1717,2025-12-17,Interest Income,Bank Account,Interest Income,10122.8,Interest received from bank
1718,2025-12-18,Loan Repayment,Loan Payable,Bank Account,4054.67,Loan repayment to bank
1719,2025-12-19,Loan Repayment,Loan Payable,Bank Account,5534.71,Loan repayment to bank
1720,2025-12-20,Depreciation,Depreciation Expense,Accumulated Depreciation,15476.94,Monthly depreciation for asset
1721,2025-12-21,Purchase,Inventory,Accounts Payable,7372.01,Raw materials purchased from supplier Nova Enterprises
1722,2025-12-22,Interest Income,Bank Account,Interest Income,11385.89,Interest received from bank
1723,2025-12-23,Loan Repayment,Loan Payable,Bank Account,4609.81,Loan repayment to bank
1724,2025-12-24,Loan Repayment,Loan Payable,Bank Account,5430.92,Loan repayment to bank
1725,2025-12-25,Rent,Rent Expense,Bank Account,12361.48,Monthly rent paid for office space
1726,2025-12-26,Cash Sale,Cash Account,Sales Revenue,4710.4,Cash sale to customer
1727,2025-12-27,Rent,Rent Expense,Bank Account,8016.01,Monthly rent paid for office space
1728,2025-12-28,Interest Income,Bank Account,Interest Income,3878.22,Interest received from bank
1729,2025-12-29,Payroll,Salaries Expense,Bank Account,6078.14,Salary paid to employees
1730,2025-12-30,Sales,Accounts Receivable,Sales Revenue,4606.54,Credit sale to customer Nova Enterprises
1731,2025-12-31,Depreciation,Depreciation Expense,Accumulated Depreciation,1216.65,Monthly depreciation for asset
1732,2026-01-01,Interest Income,Bank Account,Interest Income,7560.87,Interest received from bank
1733,2026-01-02,Payroll,Salaries Expense,Bank Account,11415.69,Salary paid to employees
1734,2026-01-03,Loan Repayment,Loan Payable,Bank Account,11628.76,Loan repayment to bank
1735,2026-01-04,Depreciation,Depreciation Expense,Accumulated Depreciation,11325.97,Monthly depreciation for asset
1736,2026-01-05,Cash Sale,Cash Account,Sales Revenue,16208.74,Cash sale to customer
1737,2026-01-06,Purchase,Inventory,Accounts Payable,16735.86,Raw materials purchased from supplier Nova Enterprises
1738,2026-01-07,Payroll,Salaries Expense,Bank Account,10053.68,Salary paid to employees
1739,2026-01-08,Purchase,Inventory,Accounts Payable,14969.47,Raw materials purchased from supplier BrightTech
1740,2026-01-09,Loan Repayment,Loan Payable,Bank Account,15572.3,Loan repayment to bank
1741,2026-01-10,Loan Repayment,Loan Payable,Bank Account,2310.35,Loan repayment to bank
1742,2026-01-11,Depreciation,Depreciation Expense,Accumulated Depreciation,12589.08,Monthly depreciation for asset
1743,2026-01-12,Depreciation,Depreciation Expense,Accumulated Depreciation,18333.84,Monthly depreciation for asset
1744,2026-01-13,Sales,Accounts Receivable,Sales Revenue,18581.25,Credit sale to customer BrightTech
1745,2026-01-14,Payroll,Salaries Expense,Bank Account,18700.41,Salary paid to employees
1746,2026-01-15,Sales,Accounts Receivable,Sales Revenue,2404.23,Credit sale to customer ABC Pvt. Ltd.
1747,2026-01-16,Depreciation,Depreciation Expense,Accumulated Depreciation,16745.85,Monthly depreciation for asset
1748,2026-01-17,Rent,Rent Expense,Bank Account,14872.9,Monthly rent paid for office space
1749,2026-01-18,Rent,Rent Expense,Bank Account,1967.4,Monthly rent paid for office space
1750,2026-01-19,Purchase,Inventory,Accounts Payable,7014.18,Raw materials purchased from supplier XYZ Corp.
1751,2026-01-20,Loan Repayment,Loan Payable,Bank Account,3743.87,Loan repayment to bank
1752,2026-01-21,Loan Repayment,Loan Payable,Bank Account,19953.26,Loan repayment to bank
1753,2026-01-22,Sales,Accounts Receivable,Sales Revenue,15334.45,Credit sale to customer ABC Pvt. Ltd.
1754,2026-01-23,Purchase,Inventory,Accounts Payable,13038.52,Raw materials purchased from supplier XYZ Corp.
1755,2026-01-24,Sales,Accounts Receivable,Sales Revenue,16403.75,Credit sale to customer ABC Pvt. Ltd.
1756,2026-01-25,Sales,Accounts Receivable,Sales Revenue,3880.78,Credit sale to customer BrightTech
1757,2026-01-26,Sales,Accounts Receivable,Sales Revenue,16010.05,Credit sale to customer ABC Pvt. Ltd.
1758,2026-01-27,Rent,Rent Expense,Bank Account,13806.19,Monthly rent paid for office space
1759,2026-01-28,Loan Repayment,Loan Payable,Bank Account,7976.29,Loan repayment to bank
1760,2026-01-29,Depreciation,Depreciation Expense,Accumulated Depreciation,10315.65,Monthly depreciation for asset
1761,2026-01-30,Depreciation,Depreciation Expense,Accumulated Depreciation,5120.01,Monthly depreciation for asset
1762,2026-01-31,Payroll,Salaries Expense,Bank Account,6120.96,Salary paid to employees
1763,2026-02-01,Cash Sale,Cash Account,Sales Revenue,4863.26,Cash sale to customer
1764,2026-02-02,Cash Sale,Cash Account,Sales Revenue,4514.61,Cash sale to customer
1765,2026-02-03,Payroll,Salaries Expense,Bank Account,12570.27,Salary paid to employees
1766,2026-02-04,Interest Income,Bank Account,Interest Income,1607.41,Interest received from bank
1767,2026-02-05,Cash Sale,Cash Account,Sales Revenue,18271.32,Cash sale to customer
1768,2026-02-06,Payroll,Salaries Expense,Bank Account,9942.3,Salary paid to employees
1769,2026-02-07,Rent,Rent Expense,Bank Account,8358.78,Monthly rent paid for office space
1770,2026-02-08,Cash Sale,Cash Account,Sales Revenue,19997.69,Cash sale to customer
1771,2026-02-09,Sales,Accounts Receivable,Sales Revenue,3471.47,Credit sale to customer BrightTech
1772,2026-02-10,Purchase,Inventory,Accounts Payable,8512.25,Raw materials purchased from supplier Unity Inc.
1773,2026-02-11,Interest Income,Bank Account,Interest Income,9008.63,Interest received from bank
1774,2026-02-12,Payroll,Salaries Expense,Bank Account,2163.95,Salary paid to employees
1775,2026-02-13,Interest Income,Bank Account,Interest Income,19385.32,Interest received from bank
1776,2026-02-14,Rent,Rent Expense,Bank Account,6383.08,Monthly rent paid for office space
1777,2026-02-15,Loan Repayment,Loan Payable,Bank Account,7212.28,Loan repayment to bank
1778,2026-02-16,Loan Repayment,Loan Payable,Bank Account,12762.21,Loan repayment to bank
1779,2026-02-17,Cash Sale,Cash Account,Sales Revenue,3765.19,Cash sale to customer
1780,2026-02-18,Purchase,Inventory,Accounts Payable,8754.86,Raw materials purchased from supplier Unity Inc.
1781,2026-02-19,Sales,Accounts Receivable,Sales Revenue,17755.96,Credit sale to customer Nova Enterprises
1782,2026-02-20,Payroll,Salaries Expense,Bank Account,13222.47,Salary paid to employees
1783,2026-02-21,Depreciation,Depreciation Expense,Accumulated Depreciation,9938.12,Monthly depreciation for asset
1784,2026-02-22,Payroll,Salaries Expense,Bank Account,8815.74,Salary paid to employees
1785,2026-02-23,Cash Sale,Cash Account,Sales Revenue,17935.64,Cash sale to customer
1786,2026-02-24,Loan Repayment,Loan Payable,Bank Account,12029.69,Loan repayment to bank
1787,2026-02-25,Depreciation,Depreciation Expense,Accumulated Depreciation,17531.19,Monthly depreciation for asset
1788,2026-02-26,Cash Sale,Cash Account,Sales Revenue,11995.25,Cash sale to customer
1789,2026-02-27,Payroll,Salaries Expense,Bank Account,15527.93,Salary paid to employees
1790,2026-02-28,Cash Sale,Cash Account,Sales Revenue,6561.2,Cash sale to customer
1791,2026-03-01,Cash Sale,Cash Account,Sales Revenue,19471.52,Cash sale to customer
1792,2026-03-02,Interest Income,Bank Account,Interest Income,3582.14,Interest received from bank
1793,2026-03-03,Cash Sale,Cash Account,Sales Revenue,17362.88,Cash sale to customer
1794,2026-03-04,Sales,Accounts Receivable,Sales Revenue,5059.9,Credit sale to customer Unity Inc.
1795,2026-03-05,Sales,Accounts Receivable,Sales Revenue,9911.64,Credit sale to customer Global Suppliers
1796,2026-03-06,Payroll,Salaries Expense,Bank Account,18122.67,Salary paid to employees
1797,2026-03-07,Sales,Accounts Receivable,Sales Revenue,5078.89,Credit sale to customer BrightTech
1798,2026-03-08,Sales,Accounts Receivable,Sales Revenue,9168.54,Credit sale to customer XYZ Corp.
1799,2026-03-09,Interest Income,Bank Account,Interest Income,1076.59,Interest received from bank
1800,2026-03-10,Sales,Accounts Receivable,Sales Revenue,18611.52,Credit sale to customer Unity Inc.
1801,2026-03-11,Cash Sale,Cash Account,Sales Revenue,15505.46,Cash sale to customer
1802,2026-03-12,Depreciation,Depreciation Expense,Accumulated Depreciation,6968.42,Monthly depreciation for asset
1803,2026-03-13,Loan Repayment,Loan Payable,Bank Account,9891.56,Loan repayment to bank
1804,2026-03-14,Rent,Rent Expense,Bank Account,5623.61,Monthly rent paid for office space
1805,2026-03-15,Cash Sale,Cash Account,Sales Revenue,19773.75,Cash sale to customer
1806,2026-03-16,Payroll,Salaries Expense,Bank Account,19636.0,Salary paid to employees
1807,2026-03-17,Depreciation,Depreciation Expense,Accumulated Depreciation,13188.1,Monthly depreciation for asset
1808,2026-03-18,Interest Income,Bank Account,Interest Income,18192.18,Interest received from bank
1809,2026-03-19,Interest Income,Bank Account,Interest Income,10023.61,Interest received from bank
1810,2026-03-20,Cash Sale,Cash Account,Sales Revenue,2889.17,Cash sale to customer
1811,2026-03-21,Payroll,Salaries Expense,Bank Account,15636.96,Salary paid to employees
1812,2026-03-22,Loan Repayment,Loan Payable,Bank Account,4469.3,Loan repayment to bank
1813,2026-03-23,Payroll,Salaries Expense,Bank Account,15813.91,Salary paid to employees
1814,2026-03-24,Purchase,Inventory,Accounts Payable,4363.58,Raw materials purchased from supplier Nova Enterprises
1815,2026-03-25,Loan Repayment,Loan Payable,Bank Account,15461.99,Loan repayment to bank
1816,2026-03-26,Depreciation,Depreciation Expense,Accumulated Depreciation,14003.05,Monthly depreciation for asset
1817,2026-03-27,Interest Income,Bank Account,Interest Income,11691.77,Interest received from bank
1818,2026-03-28,Purchase,Inventory,Accounts Payable,8360.66,Raw materials purchased from supplier XYZ Corp.
1819,2026-03-29,Depreciation,Depreciation Expense,Accumulated Depreciation,10819.28,Monthly depreciation for asset
1820,2026-03-30,Payroll,Salaries Expense,Bank Account,18469.67,Salary paid to employees
1821,2026-03-31,Payroll,Salaries Expense,Bank Account,7833.29,Salary paid to employees
1822,2026-04-01,Payroll,Salaries Expense,Bank Account,12997.05,Salary paid to employees
1823,2026-04-02,Rent,Rent Expense,Bank Account,6582.81,Monthly rent paid for office space
1824,2026-04-03,Depreciation,Depreciation Expense,Accumulated Depreciation,10921.4,Monthly depreciation for asset
1825,2026-04-04,Payroll,Salaries Expense,Bank Account,19286.38,Salary paid to employees
1826,2026-04-05,Purchase,Inventory,Accounts Payable,19958.56,Raw materials purchased from supplier Nova Enterprises
1827,2026-04-06,Rent,Rent Expense,Bank Account,3814.12,Monthly rent paid for office space
1828,2026-04-07,Rent,Rent Expense,Bank Account,8740.93,Monthly rent paid for office space
1829,2026-04-08,Cash Sale,Cash Account,Sales Revenue,19542.62,Cash sale to customer
1830,2026-04-09,Rent,Rent Expense,Bank Account,5346.3,Monthly rent paid for office space
1831,2026-04-10,Sales,Accounts Receivable,Sales Revenue,14855.2,Credit sale to customer XYZ Corp.
1832,2026-04-11,Depreciation,Depreciation Expense,Accumulated Depreciation,13705.71,Monthly depreciation for asset
1833,2026-04-12,Payroll,Salaries Expense,Bank Account,15741.29,Salary paid to employees
1834,2026-04-13,Depreciation,Depreciation Expense,Accumulated Depreciation,19823.75,Monthly depreciation for asset
1835,2026-04-14,Depreciation,Depreciation Expense,Accumulated Depreciation,4584.3,Monthly depreciation for asset
1836,2026-04-15,Interest Income,Bank Account,Interest Income,3823.94,Interest received from bank
1837,2026-04-16,Loan Repayment,Loan Payable,Bank Account,19053.15,Loan repayment to bank
1838,2026-04-17,Purchase,Inventory,Accounts Payable,12303.61,Raw materials purchased from supplier Global Suppliers
1839,2026-04-18,Purchase,Inventory,Accounts Payable,1296.96,Raw materials purchased from supplier Unity Inc.
1840,2026-04-19,Interest Income,Bank Account,Interest Income,13576.41,Interest received from bank
1841,2026-04-20,Payroll,Salaries Expense,Bank Account,14729.49,Salary paid to employees
1842,2026-04-21,Rent,Rent Expense,Bank Account,3131.87,Monthly rent paid for office space
1843,2026-04-22,Loan Repayment,Loan Payable,Bank Account,16820.19,Loan repayment to bank
1844,2026-04-23,Interest Income,Bank Account,Interest Income,1220.04,Interest received from bank
1845,2026-04-24,Rent,Rent Expense,Bank Account,16837.41,Monthly rent paid for office space
1846,2026-04-25,Interest Income,Bank Account,Interest Income,16330.39,Interest received from bank
1847,2026-04-26,Sales,Accounts Receivable,Sales Revenue,6493.39,Credit sale to customer XYZ Corp.
1848,2026-04-27,Purchase,Inventory,Accounts Payable,4122.36,Raw materials purchased from supplier Global Suppliers
1849,2026-04-28,Interest Income,Bank Account,Interest Income,8457.77,Interest received from bank
1850,2026-04-29,Purchase,Inventory,Accounts Payable,8220.52,Raw materials purchased from supplier ABC Pvt. Ltd.
1851,2026-04-30,Interest Income,Bank Account,Interest Income,16722.87,Interest received from bank
1852,2026-05-01,Rent,Rent Expense,Bank Account,5065.28,Monthly rent paid for office space
1853,2026-05-02,Purchase,Inventory,Accounts Payable,4297.44,Raw materials purchased from supplier ABC Pvt. Ltd.
1854,2026-05-03,Sales,Accounts Receivable,Sales Revenue,12476.35,Credit sale to customer Unity Inc.
1855,2026-05-04,Loan Repayment,Loan Payable,Bank Account,9370.74,Loan repayment to bank
1856,2026-05-05,Purchase,Inventory,Accounts Payable,17873.35,Raw materials purchased from supplier Nova Enterprises
1857,2026-05-06,Depreciation,Depreciation Expense,Accumulated Depreciation,9141.3,Monthly depreciation for asset
1858,2026-05-07,Payroll,Salaries Expense,Bank Account,12127.35,Salary paid to employees
1859,2026-05-08,Loan Repayment,Loan Payable,Bank Account,6843.55,Loan repayment to bank
1860,2026-05-09,Payroll,Salaries Expense,Bank Account,7312.77,Salary paid to employees
1861,2026-05-10,Sales,Accounts Receivable,Sales Revenue,10945.2,Credit sale to customer Global Suppliers
1862,2026-05-11,Loan Repayment,Loan Payable,Bank Account,3731.17,Loan repayment to bank
1863,2026-05-12,Depreciation,Depreciation Expense,Accumulated Depreciation,1790.03,Monthly depreciation for asset
1864,2026-05-13,Cash Sale,Cash Account,Sales Revenue,16479.73,Cash sale to customer
1865,2026-05-14,Interest Income,Bank Account,Interest Income,8158.28,Interest received from bank
1866,2026-05-15,Payroll,Salaries Expense,Bank Account,17012.53,Salary paid to employees
1867,2026-05-16,Interest Income,Bank Account,Interest Income,10383.79,Interest received from bank
1868,2026-05-17,Depreciation,Depreciation Expense,Accumulated Depreciation,16726.89,Monthly depreciation for asset
1869,2026-05-18,Purchase,Inventory,Accounts Payable,11781.96,Raw materials purchased from supplier Global Suppliers
1870,2026-05-19,Interest Income,Bank Account,Interest Income,10369.27,Interest received from bank
1871,2026-05-20,Loan Repayment,Loan Payable,Bank Account,5290.4,Loan repayment to bank
1872,2026-05-21,Loan Repayment,Loan Payable,Bank Account,5614.9,Loan repayment to bank
1873,2026-05-22,Purchase,Inventory,Accounts Payable,9106.08,Raw materials purchased from supplier BrightTech
1874,2026-05-23,Depreciation,Depreciation Expense,Accumulated Depreciation,1857.47,Monthly depreciation for asset
1875,2026-05-24,Sales,Accounts Receivable,Sales Revenue,2322.79,Credit sale to customer ABC Pvt. Ltd.
1876,2026-05-25,Interest Income,Bank Account,Interest Income,7005.79,Interest received from bank
1877,2026-05-26,Loan Repayment,Loan Payable,Bank Account,19490.73,Loan repayment to bank
1878,2026-05-27,Cash Sale,Cash Account,Sales Revenue,16769.47,Cash sale to customer
1879,2026-05-28,Sales,Accounts Receivable,Sales Revenue,11327.61,Credit sale to customer Unity Inc.
1880,2026-05-29,Payroll,Salaries Expense,Bank Account,5688.25,Salary paid to employees
1881,2026-05-30,Cash Sale,Cash Account,Sales Revenue,13104.4,Cash sale to customer
1882,2026-05-31,Payroll,Salaries Expense,Bank Account,8806.63,Salary paid to employees
1883,2026-06-01,Purchase,Inventory,Accounts Payable,18407.45,Raw materials purchased from supplier XYZ Corp.
1884,2026-06-02,Rent,Rent Expense,Bank Account,9299.16,Monthly rent paid for office space
1885,2026-06-03,Depreciation,Depreciation Expense,Accumulated Depreciation,15804.84,Monthly depreciation for asset
1886,2026-06-04,Depreciation,Depreciation Expense,Accumulated Depreciation,14962.12,Monthly depreciation for asset
1887,2026-06-05,Depreciation,Depreciation Expense,Accumulated Depreciation,7311.68,Monthly depreciation for asset
1888,2026-06-06,Loan Repayment,Loan Payable,Bank Account,16185.06,Loan repayment to bank
